Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
NAMIX 20 PIECES,1,,2024-10-07 17:24:30,,True,Syrup,MediHealth,Europe,Antiviral
NAMIX 20PIECES,1,,2024-10-07 17:24:30,,True,Tablet,BioTech,Africa,Antiviral
NAMIX 20TAB,1,,2024-10-07 17:24:30,,True,Tablet,MedGen,Asia,Antiviral
NAMIX 20TABLET,2,,2024-10-07 17:24:30,,True,Injection,CureWell,Middle East,Antifungal
NAMIX IRON 20 PIECES,1,,2024-10-07 17:24:30,,True,Tablet,CureWell,Middle East,Antifungal
NAMIX IRON 20 PIECES,2,,2024-10-07 17:24:31,,True,Injection,MedGen,Europe,Antiviral
NAMIX IRON 20 PIECES,1,,2024-10-07 17:24:31,,True,Tablet,CureWell,Africa,Antifungal
NAN L.F MILK,1,,2024-10-07 17:24:31,,True,Ointment,BioTech,Europe,Antifungal
NAN 1 MILK,2,,2024-10-07 17:24:31,,True,Tablet,CureWell,Asia,Antifungal
NAN 1 MILK,1,,2024-10-07 17:24:31,,True,Injection,CureWell,Middle East,Antibiotic
NAN 1 MILK,50,,2024-10-07 17:24:31,,True,Injection,BioTech,Asia,Antibiotic
NAN 1 MILK,1,,2024-10-07 17:24:31,,True,Capsule,BioTech,Middle East,Painkiller
NAN 1 MILK,1,,2024-10-07 17:24:31,,True,Syrup,MediHealth,North America,Vitamin
NAN 1 MILK,1,,2024-10-07 17:24:31,,True,Injection,CureWell,North America,Antifungal
NAN 1 MILK,1,,2024-10-07 17:24:31,,True,Capsule,BioTech,North America,Painkiller
NAN 1 MILK,2,,2024-10-07 17:24:31,,True,Ointment,MediHealth,Middle East,Painkiller
NAN 1 MILK 400 GM,2,,2024-10-07 17:24:31,,True,Injection,CureWell,Africa,Vitamin
NAN 1 MILK 400 GM.,1,,2024-10-07 17:24:31,,True,Syrup,PharmaCorp,Middle East,Painkiller
NAN 1 MILK 400GM,8,,2024-10-07 17:24:32,,True,Injection,PharmaCorp,Africa,Vitamin
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Ointment,MedGen,Africa,Antibiotic
NAN 1 MILK 400GM,2,,2024-10-07 17:24:32,,True,Injection,MedGen,Europe,Antifungal
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Tablet,MediHealth,North America,Antibiotic
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Capsule,MediHealth,Europe,Antifungal
NAN 1 MILK 400GM,110,,2024-10-07 17:24:32,,True,Ointment,MediHealth,Asia,Painkiller
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Syrup,CureWell,Middle East,Vitamin
NAN 1 MILK 400GM,3,,2024-10-07 17:24:32,,True,Tablet,PharmaCorp,North America,Antifungal
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Capsule,MedGen,Europe,Vitamin
NAN 1 MILK 400GM,4,,2024-10-07 17:24:32,,True,Capsule,MediHealth,Middle East,Antifungal
NAN 1 MILK 400GM,1,,2024-10-07 17:24:32,,True,Syrup,MedGen,Asia,Painkiller
NAN 1 MILK 400GM,1,,2024-10-07 17:24:33,,True,Tablet,CureWell,Asia,Antifungal
NAN 1 MILK 800 GM,4,,2024-10-07 17:24:33,,True,Ointment,CureWell,North America,Antibiotic
NAN 1 MILK OPTI PRO,2,,2024-10-07 17:24:33,,True,Injection,PharmaCorp,Middle East,Antiviral
NAN 1 MILK OPTI PRO,1,,2024-10-07 17:24:33,,True,Injection,BioTech,Middle East,Antiviral
NAN 1 OPTI PRO,1,,2024-10-07 17:24:33,,True,Capsule,MediHealth,Middle East,Painkiller
NAN 1 OPTIPRO MILK,1,,2024-10-07 17:24:33,,True,Injection,MediHealth,Asia,Antifungal
NAN 2 800 GM,1,,2024-10-07 17:24:33,,True,Ointment,MediHealth,Europe,Painkiller
NAN 2 MILK,1,,2024-10-07 17:24:33,,True,Injection,CureWell,Africa,Painkiller
NAN 2 MILK,6,,2024-10-07 17:24:33,,True,Tablet,CureWell,North America,Painkiller
NAN 2 MILK 400 GM,1,,2024-10-07 17:24:33,,True,Injection,MediHealth,North America,Antiviral
NAN 2 MILK 400 GM,2,,2024-10-07 17:24:34,,True,Syrup,BioTech,Africa,Painkiller
NAN 2 MILK 400GM,4,,2024-10-07 17:24:34,,True,Capsule,MedGen,Europe,Vitamin
NAN 2 MILK 400GM,1,,2024-10-07 17:24:34,,True,Capsule,PharmaCorp,Europe,Antiviral
NAN 2 MILK 400GM,2,,2024-10-07 17:24:34,,True,Tablet,PharmaCorp,Africa,Antibiotic
NAN 2 MILK 400GM,1,,2024-10-07 17:24:34,,True,Tablet,MediHealth,Asia,Antibiotic
NAN 2 MILK 400GM,2,,2024-10-07 17:24:34,,True,Tablet,MedGen,Middle East,Antiviral
NAN 2 MILK 400GM,9,,2024-10-07 17:24:34,,True,Injection,BioTech,Middle East,Antibiotic
NAN 2 MILK 400GM,53,,2024-10-07 17:24:34,,True,Injection,MedGen,Middle East,Antibiotic
NAN 2 MILK 400MG,1,,2024-10-07 17:24:34,,True,Tablet,PharmaCorp,North America,Painkiller
NAN 2 MILK 400MG,1,,2024-10-07 17:24:34,,True,Tablet,MedGen,Africa,Painkiller
NAN 2 MILK 400MG,1,,2024-10-07 17:24:35,,True,Ointment,PharmaCorp,Middle East,Antibiotic
NAN 2 MILK 400MG,1,,2024-10-07 17:24:35,,True,Ointment,CureWell,Asia,Antifungal
NAN 2 MILK 400MG,1,,2024-10-07 17:24:35,,True,Syrup,PharmaCorp,Middle East,Antiviral
NAN 2 MILK 400MG,2,,2024-10-07 17:24:35,,True,Ointment,CureWell,North America,Antiviral
NAN 2 MILK 400MG,69,,2024-10-07 17:24:35,,True,Capsule,CureWell,Europe,Antiviral
NAN 2 MILK 400MG,2,,2024-10-07 17:24:35,,True,Ointment,CureWell,North America,Antifungal
NAN 2 MILK 400MG,2,,2024-10-07 17:24:35,,True,Syrup,MediHealth,Europe,Painkiller
NAN 2 MILK 400MG OPTI PRO,1,,2024-10-07 17:24:35,,True,Syrup,MedGen,Middle East,Painkiller
NAN 2 MILK 800 GM,2,,2024-10-07 17:24:35,,True,Tablet,MedGen,Asia,Antiviral
NAN 2 MILK 800GM,2,,2024-10-07 17:24:35,,True,Ointment,MedGen,Middle East,Vitamin
NAN 2 MILK 800MG,1,,2024-10-07 17:24:35,,True,Injection,PharmaCorp,Africa,Vitamin
NAN 2 MILK 800MG,1,,2024-10-07 17:24:35,,True,Tablet,MediHealth,Europe,Antiviral
NAN 2 MILK OPTIPRO,1,,2024-10-07 17:24:36,,True,Injection,BioTech,North America,Antifungal
NAN 2 MILK400GM,1,,2024-10-07 17:24:36,,True,Tablet,MedGen,North America,Vitamin
NAN 2 OPTI PRO,1,,2024-10-07 17:24:36,,True,Capsule,MediHealth,Asia,Antiviral
NAN 2 OPTI PRO 400G,1,,2024-10-07 17:24:36,,True,Capsule,PharmaCorp,Asia,Vitamin
NAN 2 OPTI PRO 800 GM MILK,1,,2024-10-07 17:24:36,,True,Injection,CureWell,Asia,Antifungal
NAN 2 OPTIPRO,1,,2024-10-07 17:24:36,,True,Syrup,MedGen,Europe,Antifungal
NAN 2 OPTIPRO 800 GM,1,,2024-10-07 17:24:36,,True,Injection,CureWell,Europe,Vitamin
NAN 2 OPTIPRO MILK,1,,2024-10-07 17:24:36,,True,Tablet,PharmaCorp,Europe,Antiviral
NAN 2MILK OPTI PRO,1,,2024-10-07 17:24:36,,True,Syrup,MedGen,Europe,Antibiotic
NAN 3,1,,2024-10-07 17:24:36,,True,Capsule,MedGen,Europe,Antibiotic
NAN 3 800 GM,1,,2024-10-07 17:24:36,,True,Injection,MedGen,Europe,Vitamin
NAN 3 MILK,1,,2024-10-07 17:24:37,,True,Syrup,MediHealth,Middle East,Antifungal
NAN 3 MILK,1,,2024-10-07 17:24:37,,True,Ointment,BioTech,Middle East,Antifungal
NAN 3 MILK,2,,2024-10-07 17:24:37,,True,Ointment,MedGen,North America,Antiviral
NAN 3 MILK,1,,2024-10-07 17:24:37,,True,Capsule,CureWell,North America,Painkiller
NAN 3 MILK,42,,2024-10-07 17:24:37,,True,Injection,MediHealth,Europe,Antiviral
NAN 3 MILK,1,,2024-10-07 17:24:37,,True,Ointment,BioTech,Europe,Antifungal
NAN 3 MILK 400 GM,2,,2024-10-07 17:24:37,,True,Syrup,MedGen,North America,Painkiller
NAN 3 MILK 400 GM,1,,2024-10-07 17:24:37,,True,Tablet,CureWell,North America,Antibiotic
NAN 3 MILK 400 ML,1,,2024-10-07 17:24:37,,True,Capsule,MedGen,Africa,Antifungal
NAN 3 MILK 400GM,64,,2024-10-07 17:24:37,,True,Tablet,PharmaCorp,Europe,Antiviral
NAN 3 MILK 400GM,1,,2024-10-07 17:24:38,,True,Syrup,MediHealth,Africa,Antibiotic
NAN 3 MILK 400GM,1,,2024-10-07 17:24:38,,True,Capsule,MediHealth,Europe,Antiviral
NAN 3 MILK 400GM,2,,2024-10-07 17:24:38,,True,Ointment,PharmaCorp,North America,Antibiotic
NAN 3 MILK 400GM,1,,2024-10-07 17:24:38,,True,Capsule,MedGen,North America,Painkiller
NAN 3 MILK 400GM,1,,2024-10-07 17:24:38,,True,Capsule,BioTech,North America,Antifungal
NAN 3 MILK 400GM,2,,2024-10-07 17:24:38,,True,Syrup,PharmaCorp,Asia,Antifungal
NAN 3 MILK 400GM,1,,2024-10-07 17:24:38,,True,Ointment,MediHealth,North America,Vitamin
NAN 3 MILK 800 GM,4,,2024-10-07 17:24:38,,True,Syrup,CureWell,Africa,Vitamin
NAN 3 MILK 800GM,3,,2024-10-07 17:24:38,,True,Capsule,MedGen,North America,Antibiotic
NAN 3 MILK 800MG,1,,2024-10-07 17:24:38,,True,Injection,PharmaCorp,North America,Vitamin
NAN 3 MILK DONE,1,,2024-10-07 17:24:38,,True,Capsule,PharmaCorp,Europe,Antifungal
NAN 3 MILK OPTI PRO 400GM,1,,2024-10-07 17:24:39,,True,Tablet,BioTech,Europe,Painkiller
NAN 3 MM,1,,2024-10-07 17:24:39,,True,Injection,MedGen,Africa,Antiviral
NAN 3 OPTI PRO 800GM,1,,2024-10-07 17:24:39,,True,Capsule,MedGen,Asia,Vitamin
NAN 3 OPTIPRO,2,,2024-10-07 17:24:39,,True,Tablet,PharmaCorp,Asia,Painkiller
NAN COMFORT,1,,2024-10-07 17:24:39,,True,Tablet,MediHealth,Asia,Antiviral
NAN COMFORT,3,,2024-10-07 17:24:39,,True,Syrup,MedGen,Middle East,Painkiller
NAN COMFORT MILK 380 GM,24,,2024-10-07 17:24:39,,True,Injection,CureWell,Africa,Antiviral
NAN COMFORT MILK 380 GM,2,,2024-10-07 17:24:39,,True,Syrup,MedGen,Asia,Antibiotic
NAN COMFORT MILK 380 GM,1,,2024-10-07 17:24:39,,True,Tablet,PharmaCorp,North America,Vitamin
NAN COMFORT MILK 380 GM,1,,2024-10-07 17:24:39,,True,Ointment,CureWell,Europe,Antifungal
NAN COMFORT MILK 380 GM,1,,2024-10-07 17:24:39,,True,Ointment,BioTech,Asia,Antifungal
NAN COMFORT MILK 380 GM,1,,2024-10-07 17:24:40,,True,Tablet,BioTech,North America,Vitamin
NAN DUO,1,,2024-10-07 17:24:40,,True,Tablet,PharmaCorp,Africa,Painkiller
NAN EXPERT PRO COMFORT 380 GM,1,,2024-10-07 17:24:40,,True,Injection,PharmaCorp,Asia,Antibiotic
NAN EXPERT PRO MILK,1,,2024-10-07 17:24:40,,True,Syrup,PharmaCorp,Europe,Antiviral
NAN HA 1 SUPREME 800 GM,1,,2024-10-07 17:24:40,,True,Injection,CureWell,Europe,Antibiotic
NAN HA 3SUPREME 800 GM,1,,2024-10-07 17:24:40,,True,Injection,BioTech,Africa,Vitamin
NAN L . F MILK,1,,2024-10-07 17:24:40,,True,Ointment,PharmaCorp,Africa,Vitamin
NAN LACTO FREE400M,1,,2024-10-07 17:24:40,,True,Tablet,BioTech,Europe,Vitamin
NAN LACTOSE FREE,1,,2024-10-07 17:24:40,,True,Injection,MediHealth,North America,Antiviral
NAN LF,4,,2024-10-07 17:24:40,,True,Syrup,BioTech,Middle East,Antibiotic
NAN LF 400GM MILK,1,,2024-10-07 17:24:41,,True,Capsule,PharmaCorp,Asia,Antifungal
NAN LF MILK,5,,2024-10-07 17:24:41,,True,Ointment,MediHealth,Middle East,Painkiller
NAN LF MILK,1,,2024-10-07 17:24:41,,True,Tablet,PharmaCorp,Middle East,Painkiller
NAN LF MILK 400 GM,1,,2024-10-07 17:24:41,,True,Injection,PharmaCorp,Asia,Antiviral
NAN LF MILK 400 GM,1,,2024-10-07 17:24:41,,True,Injection,PharmaCorp,North America,Antiviral
NAN LF MILK 400 GM,23,,2024-10-07 17:24:41,,True,Capsule,PharmaCorp,Middle East,Antiviral
NAN LF MILK 400 GM,1,,2024-10-07 17:24:41,,True,Injection,MediHealth,Asia,Antibiotic
NAN LF MILK للاسهال لا لاكتوز,1,,2024-10-07 17:24:41,,True,Injection,PharmaCorp,Europe,Vitamin
NAN M1,1,,2024-10-07 17:24:41,,True,Ointment,PharmaCorp,Africa,Painkiller
NAN MILK 1 400GM.,1,,2024-10-07 17:24:41,,True,Injection,PharmaCorp,North America,Antiviral
NAN MILK 1 400GM.,1,,2024-10-07 17:24:42,,True,Tablet,BioTech,Africa,Antiviral
NAN NO:1 COMFORT 900GM,1,,2024-10-07 17:24:42,,True,Syrup,MediHealth,North America,Antifungal
NAN NO:1 OPTIPRO 400G,2,,2024-10-07 17:24:42,,True,Syrup,MedGen,Asia,Antifungal
NAN NO:1 OPTIPRO 800G,1,,2024-10-07 17:24:42,,True,Capsule,BioTech,North America,Antifungal
NAN NO:2 COMFORT 400G,1,,2024-10-07 17:24:42,,True,Syrup,PharmaCorp,Europe,Antibiotic
NAN NO:2 OPTIPRO 400G,2,,2024-10-07 17:24:42,,True,Tablet,MedGen,North America,Antibiotic
NAN NO:2 OPTIPRO 800G,1,,2024-10-07 17:24:42,,True,Injection,PharmaCorp,North America,Antiviral
NAN NO:3 OPTIPRO 800G,1,,2024-10-07 17:24:42,,True,Injection,CureWell,North America,Antifungal
NAN NO:3 COMFORT 800 GM,1,,2024-10-07 17:24:42,,True,Syrup,MedGen,Europe,Antibiotic
NAN NO1 400 GM MILK,1,,2024-10-07 17:24:42,,True,Tablet,PharmaCorp,Asia,Antifungal
NAN NO2 400 GM MILK,1,,2024-10-07 17:24:43,,True,Injection,CureWell,Europe,Antiviral
NAN OPT IPRO 2,2,,2024-10-07 17:24:43,,True,Syrup,BioTech,North America,Vitamin
NAN OPTI PRE 2 MILK,1,,2024-10-07 17:24:43,,True,Syrup,PharmaCorp,Asia,Antiviral
NAN OPTI PRO,2,,2024-10-07 17:24:43,,True,Syrup,PharmaCorp,Europe,Antifungal
NAN OPTI PRO 1,2,,2024-10-07 17:24:43,,True,Injection,CureWell,Middle East,Painkiller
NAN OPTI PRO 1,1,,2024-10-07 17:24:43,,True,Capsule,CureWell,Africa,Antiviral
NAN OPTI PRO 1 MILK,1,,2024-10-07 17:24:43,,True,Injection,PharmaCorp,North America,Antiviral
NAN OPTI PRO 1 MILK 400G,1,,2024-10-07 17:24:43,,True,Tablet,CureWell,Europe,Antibiotic
NAN OPTI PRO 2,1,,2024-10-07 17:24:43,,True,Capsule,PharmaCorp,Europe,Painkiller
NAN OPTI PRO 2 400G,1,,2024-10-07 17:24:43,,True,Ointment,BioTech,Europe,Antibiotic
NAN OPTI PRO 2 MILK,2,,2024-10-07 17:24:44,,True,Capsule,BioTech,Asia,Vitamin
NAN OPTI PRO 3 MILK,1,,2024-10-07 17:24:44,,True,Injection,MedGen,Europe,Antiviral
NAN OPTI PRO 3 MILK 400GM,1,,2024-10-07 17:24:44,,True,Injection,BioTech,Middle East,Antifungal
NAN OPTI PRO 400MG,1,,2024-10-07 17:24:44,,True,Ointment,PharmaCorp,North America,Vitamin
NAN OPTI PRO MILK,1,,2024-10-07 17:24:44,,True,Ointment,MediHealth,Europe,Antiviral
NAN OPTI PRO MILK,1,,2024-10-07 17:24:44,,True,Capsule,CureWell,Europe,Antiviral
NAN OPTI PRO MILK II,1,,2024-10-07 17:24:44,,True,Ointment,BioTech,Africa,Antibiotic
NAN OPTIPRO 1,2,,2024-10-07 17:24:44,,True,Injection,MedGen,North America,Painkiller
NAN OPTI-PRO 1,1,,2024-10-07 17:24:44,,True,Tablet,BioTech,North America,Painkiller
NAN OPTIPRO 1 400ML,1,,2024-10-07 17:24:45,,True,Capsule,PharmaCorp,Asia,Painkiller
NAN OPTIPRO 1 MILK,2,,2024-10-07 17:24:45,,True,Tablet,CureWell,North America,Antifungal
NAN OPTIPRO 1 MILK POWDER 400GM,1,,2024-10-07 17:24:45,,True,Ointment,PharmaCorp,Middle East,Vitamin
NAN OPTIPRO 2,1,,2024-10-07 17:24:45,,True,Capsule,MediHealth,North America,Antiviral
NAN OPTIPRO 2 MILK 400G,1,,2024-10-07 17:24:45,,True,Ointment,CureWell,Asia,Painkiller
NAN OPTIPRO 3 800G,1,,2024-10-07 17:24:45,,True,Tablet,PharmaCorp,North America,Antiviral
NAN OPTIPRO 3 MILK,2,,2024-10-07 17:24:45,,True,Injection,BioTech,North America,Antifungal
NAN OPTIPRO 3 MILK 1800 GM,1,,2024-10-07 17:24:45,,True,Syrup,MedGen,North America,Antibiotic
NAN OPTIPRO 3 MILK 1800 GM,1,,2024-10-07 17:24:45,,True,Tablet,BioTech,Asia,Antifungal
NB LACO WHITE SPRAY,1,NB,2024-10-07 17:24:56,1.0,True,Injection,CureWell,Europe,Antiviral
NB WILD SPRAY,1,NB,2024-10-07 17:24:56,1.0,True,Injection,CureWell,Europe,Antibiotic
NE,1,NE,2024-10-07 17:25:28,1.0,True,Capsule,BioTech,North America,Antifungal
NE NAZEL GEL,1,NE,2024-10-07 17:25:29,1.0,True,Ointment,MedGen,Europe,Painkiller
NEARBY YOU CREAM,1,NE,2024-10-07 17:25:29,1.0,True,Syrup,MedGen,Europe,Painkiller
NEARBY CALAMINE LOTION,1,NE,2024-10-07 17:25:29,1.0,True,Capsule,PharmaCorp,North America,Painkiller
NEARBY YOU,1,NE,2024-10-07 17:25:29,1.0,True,Syrup,MedGen,Europe,Antibiotic
NEARBY YOU 30 GM CREAM,1,NE,2024-10-07 17:25:29,1.0,True,Capsule,BioTech,Asia,Antiviral
NEARBY YOU 30 GM CREAM,1,NE,2024-10-07 17:25:29,2.0,True,Tablet,BioTech,Middle East,Antibiotic
NEARBY YOU 30 GM CREAM,2,NE,2024-10-07 17:25:29,1.0,True,Capsule,MediHealth,Europe,Painkiller
NEARBY YOU 30 GM CREAM,2,NE,2024-10-07 17:25:29,2.0,True,Capsule,MediHealth,Asia,Painkiller
NEARBY YOU 30GM,1,NE,2024-10-07 17:25:29,1.0,True,Syrup,BioTech,Africa,Antifungal
NEARBY YOU 30MG CREAM,1,NE,2024-10-07 17:25:29,1.0,True,Ointment,CureWell,Europe,Antibiotic
NEARBY YOU SOOTHING CREAM 30GM,1,NE,2024-10-07 17:25:29,1.0,True,Injection,BioTech,Middle East,Vitamin
NEATIFY CLEANSER 200ML,1,NE,2024-10-07 17:25:30,1.0,True,Syrup,CureWell,Africa,Painkiller
NEBASCO TABS,1,NE,2024-10-07 17:25:30,1.0,True,Injection,MediHealth,North America,Antifungal
NEBASCO 5 TABS,1,NE,2024-10-07 17:25:30,1.0,True,Injection,MediHealth,Europe,Antiviral
NEBASCO 5 MG TABS,1,NE,2024-10-07 17:25:30,1.0,True,Capsule,MediHealth,North America,Antibiotic
NEBASCO 5 MG 20 TAB.,1,NE,2024-10-07 17:25:30,1.0,True,Syrup,MedGen,Asia,Antiviral
NEBASCO 5 MG 30 F.C TABS,1,NE,2024-10-07 17:25:30,1.0,True,Syrup,CureWell,Asia,Antifungal
NEBASCO 5 MG 30 TAB,1,NE,2024-10-07 17:25:30,1.0,True,Tablet,CureWell,Africa,Antifungal
NEBASCO 5 MG 30 TAB.,1,NE,2024-10-07 17:25:30,1.0,True,Syrup,PharmaCorp,Africa,Vitamin
NEBASCO 5 MG 30 TABS,1,NE,2024-10-07 17:25:30,1.0,True,Injection,CureWell,Asia,Antiviral
NEBASCO 5 MG 30 TABS.,2,NE,2024-10-07 17:25:30,2.0,True,Capsule,BioTech,Europe,Painkiller
NEBASCO 5 MG 30 TABS.,2,NE,2024-10-07 17:25:30,5.0,True,Tablet,BioTech,Middle East,Antibiotic
NEBASCO 5 MG 30 TABS.,5,NE,2024-10-07 17:25:31,2.0,True,Syrup,CureWell,North America,Painkiller
NEBASCO 5 MG 30 TABS.,5,NE,2024-10-07 17:25:31,5.0,True,Syrup,MedGen,Europe,Painkiller
NEBASCO 50 MG TABS,1,NE,2024-10-07 17:25:31,1.0,True,Ointment,PharmaCorp,Middle East,Antiviral
NEBASCO 5M TABS,1,NE,2024-10-07 17:25:31,1.0,True,Syrup,CureWell,Middle East,Antiviral
NEBASCO 5MG 20TABS,14,NE,2024-10-07 17:25:31,12.0,True,Injection,MediHealth,Middle East,Antiviral
NEBASCO 5MG 20TABS,14,NE,2024-10-07 17:25:31,1.0,True,Injection,MediHealth,North America,Vitamin
NEBASCO 5MG 20TABS,1,NE,2024-10-07 17:25:31,12.0,True,Capsule,MedGen,Africa,Vitamin
NEBASCO 5MG 20TABS,1,NE,2024-10-07 17:25:31,1.0,True,Ointment,BioTech,Africa,Antiviral
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,5.0,True,Injection,CureWell,North America,Antiviral
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,1.0,True,Capsule,MedGen,Europe,Painkiller
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,3.0,True,Ointment,MediHealth,Middle East,Painkiller
NEBASCO 5MG 30TAB,1,NE,2024-10-07 17:25:31,1.0,True,Injection,CureWell,Middle East,Antifungal
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Injection,CureWell,Asia,Vitamin
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,16.0,True,Tablet,BioTech,North America,Antibiotic
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Capsule,CureWell,Middle East,Antiviral
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Syrup,PharmaCorp,Europe,Vitamin
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Capsule,PharmaCorp,Africa,Antibiotic
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,16.0,True,Tablet,BioTech,Middle East,Vitamin
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Ointment,PharmaCorp,Middle East,Painkiller
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:31,1.0,True,Tablet,BioTech,Europe,Vitamin
NEBASCO 5MG 30TABS,16,NE,2024-10-07 17:25:31,1.0,True,Capsule,MediHealth,Asia,Painkiller
NEBASCO 5MG 30TABS,16,NE,2024-10-07 17:25:31,16.0,True,Capsule,CureWell,North America,Antiviral
NEBASCO 5MG 30TABS,16,NE,2024-10-07 17:25:31,1.0,True,Syrup,PharmaCorp,Africa,Painkiller
NEBASCO 5MG 30TABS,16,NE,2024-10-07 17:25:31,1.0,True,Syrup,MedGen,Middle East,Painkiller
NEBASCO 5MG TABS,3,NE,2024-10-07 17:25:31,3.0,True,Injection,MedGen,Middle East,Antibiotic
NEBASCO 5MG TABS,3,NE,2024-10-07 17:25:31,2.0,True,Tablet,PharmaCorp,Middle East,Antiviral
NEBASCO 5MG 30 TABS,5,NE,2024-10-07 17:25:31,5.0,True,Ointment,PharmaCorp,Africa,Vitamin
NEBASCO 5MG 30 TABS,5,NE,2024-10-07 17:25:31,1.0,True,Capsule,PharmaCorp,Asia,Painkiller
NEBASCO 5MG 30 TABS,5,NE,2024-10-07 17:25:31,3.0,True,Injection,MediHealth,Europe,Vitamin
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,5.0,True,Tablet,MediHealth,Europe,Antifungal
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,1.0,True,Tablet,PharmaCorp,Asia,Antibiotic
NEBASCO 5MG 30 TABS,1,NE,2024-10-07 17:25:31,3.0,True,Syrup,PharmaCorp,North America,Antibiotic
NEBASCO 5MG 30 TAB,3,NE,2024-10-07 17:25:31,3.0,True,Ointment,MedGen,Europe,Vitamin
NEBASCO 5MG 30 TAB,3,NE,2024-10-07 17:25:31,1.0,True,Injection,MediHealth,North America,Vitamin
NEBASCO 5MG 30 TAB,3,NE,2024-10-07 17:25:31,47.0,True,Capsule,CureWell,Middle East,Antibiotic
NEBASCO 5MG 30 TAB,1,NE,2024-10-07 17:25:31,3.0,True,Capsule,MedGen,North America,Antiviral
NEBASCO 5MG 30 TAB,1,NE,2024-10-07 17:25:31,1.0,True,Tablet,CureWell,North America,Painkiller
NEBASCO 5MG 30 TAB,1,NE,2024-10-07 17:25:31,47.0,True,Syrup,CureWell,Middle East,Vitamin
NEBASCO 5MG 30 TAB,47,NE,2024-10-07 17:25:31,3.0,True,Capsule,BioTech,North America,Antifungal
NEBASCO 5MG 30 TAB,47,NE,2024-10-07 17:25:31,1.0,True,Ointment,PharmaCorp,Middle East,Vitamin
NEBASCO 5MG 30 TAB,47,NE,2024-10-07 17:25:31,47.0,True,Ointment,BioTech,Africa,Antiviral
NEBASCO 5MG 30 TABS,3,NE,2024-10-07 17:25:32,5.0,True,Syrup,MedGen,Middle East,Painkiller
NEBASCO 5MG 30 TABS,3,NE,2024-10-07 17:25:32,1.0,True,Tablet,BioTech,Asia,Painkiller
NEBASCO 5MG 30 TABS,3,NE,2024-10-07 17:25:32,3.0,True,Injection,CureWell,Middle East,Antiviral
NEBASCO 5MG 30LETS TABS,1,NE,2024-10-07 17:25:32,1.0,True,Ointment,BioTech,Europe,Painkiller
NEBASCO 5MG 30TAB.,1,NE,2024-10-07 17:25:32,1.0,True,Syrup,CureWell,Africa,Antiviral
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:32,1.0,True,Injection,CureWell,Europe,Painkiller
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:32,16.0,True,Tablet,PharmaCorp,Europe,Vitamin
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:32,1.0,True,Injection,CureWell,Middle East,Antibiotic
NEBASCO 5MG 30TABS,1,NE,2024-10-07 17:25:32,1.0,True,Tablet,BioTech,Africa,Painkiller
NEBASCO 5MG TABS,2,NE,2024-10-07 17:25:32,3.0,True,Injection,MediHealth,Africa,Antifungal
NEBASCO 5MG TABS,2,NE,2024-10-07 17:25:32,2.0,True,Ointment,MedGen,North America,Antifungal
NEBASCO 5MM 20 TAB,1,NE,2024-10-07 17:25:32,1.0,True,Injection,BioTech,Asia,Painkiller
NEBASCO PLUS 5/12.5MG 10 TAB.,1,NE,2024-10-07 17:25:32,1.0,True,Capsule,CureWell,Asia,Vitamin
NEBCOM,1,NE,2024-10-07 17:25:32,,True,Ointment,BioTech,Africa,Vitamin
NEBCOMB 30 TABS,1,NE,2024-10-07 17:25:32,1.0,True,Tablet,PharmaCorp,Europe,Painkiller
NEBCOMB 30TAB,2,NE,2024-10-07 17:25:32,2.0,True,Injection,MedGen,Middle East,Antiviral
NEBICARD 5MG 14TAB,2,NE,2024-10-07 17:25:32,2.0,True,Injection,MedGen,Africa,Antifungal
NEBIDO 1000MG/4ML VIAL,1,NE,2024-10-07 17:25:33,1.0,True,Ointment,CureWell,Africa,Painkiller
NEBILET,1,NE,2024-10-07 17:25:33,1.0,True,Ointment,MediHealth,Africa,Vitamin
